case_text,label
"A. R., née en 1955, a sollicité une rente AI auprès de l’Office de l’assurance-invalidité du canton du Valais (ci-après: l’Office AI) en 2017. Sa demande a été rejetée au motif que son incapacité de travail n’atteignait pas le seuil requis. Par arrêt du 14 février 2018, le Tribunal cantonal du Valais a confirmé le refus. B. Par recours en matière de droit public, R. demande au Tribunal fédéral d’octroyer la rente AI. L’Office AI conclut au rejet du recours. Le Tribunal fédéral admet le recours, estimant que les preuves médicales produites justifient l’octroi d’une rente.",1



"Le demandeur, Monsieur X, un citoyen suisse de 35 ans, a déposé une demande auprès du Tribunal fédéral suisse pour contester une décision de la commune de Zurich relative à l'exploitation d'un restaurant dans le centre-ville.

Monsieur X a ouvert son restaurant il y a 5 ans, sans autorisation préalable de la commune de Zurich, ce qui est nécessaire en vertu de la loi sur les établissements publics (LEP). Malgré les avertissements répétés de la commune, il n'a pas déposé de demande d'autorisation ni payé les taxes et les frais exigés par la loi.

En outre, il a été constaté que Monsieur X employait illégalement des travailleurs étrangers sans permis de travail, en violation de la loi sur les étrangers (LEtr) et de la loi sur le travail (LTr). Les travailleurs en question n'avaient pas les qualifications nécessaires pour travailler dans un restaurant en Suisse et n'avaient pas souscrit à une assurance sociale.

La commune de Zurich a effectué plusieurs inspections-surprises dans le restaurant de Monsieur X et a constaté des violations graves des normes d'hygiène et de sécurité, notamment l'absence de système de gestion de la qualité,",0
"cts :

Le 10 mars 2022, Madame Emma Dupont, résidant à Genève, a conclu un contrat de travail avec l'entreprise suisse ""Tecnosolutions SA"" en qualité de responsable marketing. Le contrat prévoyait une durée de travail de 40 heures par semaine, avec un salaire mensuel de 6 500 CHF et des avantages sociaux, y compris une assurance maladie et une indemnité de déplacement.

Le 20 mai 2022, Madame Dupont a informé son employeur par écrit de son intention de prendre un congé maternité, conformément à la loi fédérale sur l'égalité entre femmes et hommes (LEF). Elle a fourni un certificat médical attestant de sa grossesse et de la date prévue de l'accouchement.

Le 1er juin 2022, Tecnosolutions SA a répondu par lettre, contestant la durée du congé maternité et refusant de verser l'indemnité de congé maternité prévue par la loi. L'entreprise a invoqué des difficultés financières et a proposé à Madame Dupont de prendre un congé sans solde pendant la période de son congé maternité.

Madame Dupont a répondu par lettre du 15 juin 2022, en contestant la décision",1
"Le demandeur, M. Pierre Dupont, est un citoyen suisse résidant à Zurich. Il a été employé par la société X SA, une entreprise de construction basée à Genève, en tant qu'ingénieur civil de 2015 à 2022. Pendant son emploi, M. Dupont a régulièrement reçu des évaluations positives de ses supérieurs et a été promu en 2018.

En 2020, la société X SA a décidé de lancer un projet de construction d'un nouveau bâtiment à Zurich. M. Dupont a été désigné comme chef de projet et a travaillé en étroite collaboration avec les architectes, les sous-traitants et les autorités locales pour obtenir les permis nécessaires.

En mars 2022, la société X SA a décidé de résilier le contrat de travail de M. Dupont sans préavis, invoquant des raisons économiques. Cependant, lors de la résiliation, la société a refusé de payer à M. Dupont les indemnités de licenciement auxquelles il avait droit en vertu de son contrat de travail et de la loi suisse sur le travail.

Selon le contrat de travail de M. Dupont, il était prévu que le salarié recevrait une indemnité de licenciement ég",1
"

Le 10 janvier 2022, M. Pierre Dupont, un citoyen suisse de 35 ans résidant à Genève, a acheté un appartement dans un immeuble rénové situé au centre-ville de Genève. L'appartement a été vendu par la société immobilière ""Genève Développement S.A."", qui avait rénové l'immeuble en 2020. Le prix d'achat de l'appartement était de 800 000 CHF, payable en deux versements : 400 000 CHF à la signature de l'acte de vente et les 400 000 CHF restants dans les 30 jours suivant la prise de possession de l'appartement.

Le 20 février 2022, M. Dupont a pris possession de l'appartement et a constaté plusieurs problèmes importants, notamment :

* Des infiltrations d'eau dans la salle de bain et la cuisine, causées par des défauts de construction et des rénovations insuffisantes.
* Un système de chauffage défaillant, qui ne parvenait pas à chauffer l'appartement à une température acceptable pendant l'hiver.
* Des défauts de construction dans les murs et les sols, qui entraînaient des bruits de fond importants et",1
"La société « SwissTech Inc. », une entreprise de technologie basée à Zurich, a conclu un contrat avec le canton de Genève pour la fourniture d'un système de gestion de données pour les services publics. Le contrat prévoyait une durée de 5 ans, avec une option de renouvellement pour une période supplémentaire de 2 ans.

La société « SwissTech Inc. » a été représentée par son directeur général, M. Jean-Pierre Dupont, tandis que le canton de Genève a été représenté par son conseiller d'État, Mme Sophie Martin.

Selon les termes du contrat, « SwissTech Inc. » devait livrer le système de gestion de données dans un délai de 12 mois à compter de la date de signature du contrat. Cependant, en raison de difficultés techniques et de retards dans la fourniture de certaines composantes par des sous-traitants, la livraison a été retardée de 6 mois.

Le canton de Genève a ensuite réclamé une pénalité pour retard à « SwissTech Inc. », en vertu d'une clause du contrat qui prévoyait une pénalité de 10 000 CHF par mois de retard. La pénalité totale réclamée s'élevait à 60 000 CHF.

«",1
"Dossier n° TF-2024-001**

**

Le 10 février 2022, Monsieur Pierre Dupont, un citoyen suisse de 35 ans, a conclu un contrat de location avec la société immobilière ""Patrimoine Suisse SA"" pour un appartement situé à Genève. Le contrat prévoyait une durée de location de 3 ans, avec une option de renouvellement. Le loyer mensuel était fixé à 2 500 CHF.

Le 20 juin 2023, Monsieur Dupont a découvert que l'appartement était infesté de moisissures et de champignons, ce qui a entraîné des problèmes de santé pour lui et sa famille. Il a immédiatement informé la société ""Patrimoine Suisse SA"" de la situation et a demandé des réparations.

Cependant, la société a refusé de prendre des mesures pour résoudre le problème, arguant que les moisissures étaient déjà présentes lors de la signature du contrat de location. Monsieur Dupont a contesté cette affirmation, car il avait effectué une visite de l'appartement avant de signer le contrat et n'avait pas remarqué de moisissures.

Le 15 août 2023, Monsieur Dupont a déposé une plainte auprès de",1
"Le demandeur, M. Jean-Pierre Dupont, un entrepreneur suisse de 42 ans, a déposé une demande auprès du Tribunal fédéral suisse pour contester une décision de la ville de Genève relative à l'octroi d'un permis de construire pour un projet immobilier.

M. Dupont a acheté un terrain à Genève en 2020 avec l'intention de construire un immeuble de bureaux. Cependant, lors du processus de demande de permis de construire, il a omis de déclarer l'existence d'une cave souterraine qui faisait partie du terrain, ce qui constitue une violation de l'article 23 de la loi sur l'aménagement du territoire (LAT).

En outre, M. Dupont a commencé les travaux de construction sans attendre l'octroi du permis de construire, en violation de l'article 32 de la loi sur les constructions (LC). Les travaux ont également entraîné des dommages à la propriété voisine, ce qui a donné lieu à une plainte de la part du propriétaire voisin.

La ville de Genève a refusé d'octroyer le permis de construire en raison des violations des lois et règlements mentionnées ci-dessus. M. Dupont a contest",0
"Le 10 février 2022, Mme Aline Dupont, résidant à Genève, a déposé une demande de recours auprès du Tribunal fédéral suisse contre la décision rendue par le Tribunal cantonal de Genève dans l'affaire C/1234/2021. Cette décision portait sur un litige relatif à un contrat de travail conclu entre Mme Dupont et la société XYZ S.A., dont le siège est à Lausanne.

Mme Dupont a travaillé pour XYZ S.A. en tant que responsable de marketing de 2018 à 2020. Le 15 mars 2020, elle a reçu une notification de licenciement, motif pris de la réduction des effectifs due à la crise économique liée au COVID-19. Toutefois, Mme Dupont a soutenu que son licenciement était abusif, car il aurait été motivé par son congé maternité, qu'elle avait pris en décembre 2019.

Selon les documents présentés par Mme Dupont, elle avait informé son employeur de sa grossesse en juin 2019 et de son intention de prendre un congé maternité de 14 semaines. La société XYZ S.A. aurait initialement accepté ces conditions. Cependant, après son retour de cong",1
"Une entreprise de construction, Bâtiment Suisse SA, a engagé un salarié, M. Jean-Pierre Dupont, en tant que contremaître en 2018. Le contrat de travail prévoyait une durée de travail de 42 heures par semaine, avec une rémunération hebdomadaire de 3 500 CHF. 

En 2020, l'entreprise a décidé de réduire ses coûts en raison de la crise économique due à la pandémie de COVID-19. La direction a alors demandé à M. Dupont de travailler 50 heures par semaine sans augmentation de salaire. M. Dupont a accepté sous la condition que les heures supplémentaires fussent payées conformément à la législation suisse, soit un taux de 125 % de son salaire horaire normal.

Cependant, en dépit de l'accord, l'entreprise n'a pas payé les heures supplémentaires correctement. Entre février 2020 et août 2022, M. Dupont a travaillé un total de 2 000 heures supplémentaires. La différence entre son salaire normal et le montant qu'il aurait dû recevoir pour les heures supplémentaires s'élève à 15 000 CHF.

Le 15 septembre 2022, M. Dupont",1
"it : 

Le demandeur, M. Antoine Dupont, un citoyen suisse résidant à Genève, a introduit une requête devant le Tribunal fédéral suisse pour contester une décision prise par la Cour d'appel de Genève. Cette décision concernait un litige relatif à un contrat de location d'un appartement situé dans le canton de Genève.

M. Dupont avait signé un contrat de location avec la société immobilière ""Les Toits de Genève"" pour une durée de trois ans, à compter du 1er mai 2020. Le contrat prévoyait un loyer mensuel de 2 500 CHF et des frais de services communs de 500 CHF. Le contrat stipulait également que le locataire devait informer le bailleur de tout défaut ou problème dans l'appartement dans un délai de 30 jours.

En août 2021, M. Dupont a découvert que l'appartement présentait des problèmes de moisissure et d'humidité dans la salle de bain. Il a immédiatement informé la société ""Les Toits de Genève"" de ces problèmes par lettre recommandée. Cependant, la société n'a pas réparé les dégâts et n'a pas répondu aux demandes répétées de",1
"Le demandeur, M. Pierre Dupont, un citoyen suisse de 35 ans, a déposé une requête auprès du Tribunal fédéral suisse pour contester une décision de l'Office fédéral des migrations (SEM) qui lui a refusé un permis de séjour pour son épouse, Mme Fatima Hassan, citoyenne égyptienne.

M. Dupont et Mme Hassan se sont mariés en Égypte en 2018, et M. Dupont a déposé une demande de permis de séjour pour son épouse en Suisse en 2019. Cependant, lors de l'examen de la demande, l'Office fédéral des migrations a découvert que M. Dupont avait omis de déclarer ses revenus complets et avait présenté des documents falsifiés pour prouver ses moyens financiers.

Il a également été constaté que M. Dupont avait employé des travailleurs sans permis de travail dans son entreprise, en violation de la loi sur les étrangers et de la législation sur le travail. De plus, il a été établi que M. Dupont avait payé des salaires inférieurs au minimum légal et n'avait pas respecté les normes de sécurité au travail.

En outre, l'enquête a rév",0
"

M. Jean-Pierre Dupont, un citoyen suisse de 42 ans, domicilié à Lausanne, a déposé une demande devant le Tribunal fédéral suisse contre la commune de Lausanne et la société de transport publics lausannois (TL) en raison d'un conflit concernant l'expropriation de son bien immobilier.

En 2015, M. Dupont a acquis un terrain de 500 m² situé le long de la route de Genève, sur lequel il a construit une maison d'habitation avec un jardinet. En 2018, la commune de Lausanne a adopté un plan d'aménagement du territoire qui prévoyait la construction d'une ligne de tramway nouvelle qui devait passer à proximité du terrain de M. Dupont.

En 2020, la commune de Lausanne a décidé d'exproprier une partie du terrain de M. Dupont pour construire la ligne de tramway. La commune a offert à M. Dupont une indemnité de 200 000 CHF pour l'expropriation d'une superficie de 150 m² de son terrain. M. Dupont a contesté cette offre, estimant que la valeur réelle de son terrain était nettement supérieure et que l'expropriation entraînerait des dom",1
"Le 10 mars 2022, Monsieur Pierre Dupont, un citoyen suisse de 35 ans, a déposé une demande auprès du Tribunal fédéral suisse contre la commune de Lausanne, représentée par son maire, Madame Sophie Girard. 

Monsieur Dupont est propriétaire d'un immeuble à usage d'habitation situé rue de la Pontaise à Lausanne. Le 15 janvier 2022, il a entrepris des travaux de rénovation sans demander les autorisations nécessaires auprès de la commune, violant ainsi les articles 17 et 22 de la loi fédérale sur l'aménagement du territoire (LAT).

Ces travaux, qui incluaient la démolition d'une partie de la façade et la construction d'une extension, ont généré des plaintes de riverains en raison des nuisances sonores et de l'impact visuel sur le paysage urbain. La commune de Lausanne a ensuite ordonné à Monsieur Dupont de suspendre les travaux et de régulariser sa situation en demandant les autorisations requises.

Monsieur Dupont n'a pas respecté cette ordonnance et a continué les travaux, ce qui a conduit la commune à prendre des mesures coercitives, notamment la saisie de son imme",0
"

Le 10 février 2022, Monsieur Philippe Dupont, résident de la commune de Genève, a conclu un contrat de location avec la société immobilière ""Habitat Suisse SA"" pour un appartement situé à la rue de la Croix-Rouge, à Genève. Le contrat de location avait une durée de trois ans, avec une date de début fixée au 1er mars 2022 et une date de fin au 28 février 2025. Le loyer mensuel était de 2 500 CHF.

Le 15 août 2022, Monsieur Dupont a informé la société ""Habitat Suisse SA"" par écrit de son intention de résilier le contrat de location pour cause de travaux de rénovation importants dans l'immeuble, qui rendaient l'appartement inhabitable. Les travaux, qui avaient commencé le 1er juillet 2022, devaient durer six mois, mais ils ont été prolongés jusqu'au 31 décembre 2022.

Monsieur Dupont a soutenu que les travaux de rénovation avaient entraîné des nuisance sonores importantes, des coupures d'eau chaude et des perturbations électriques régulières, ce qui a rendu l'appartement inhabitable. Il a également affirmé que la",1
"Le demandeur, M. Pierre Dupont, est un citoyen suisse résidant à Genève. Il est employé par la société XYZ SA, une entreprise de services informatiques, en tant que développeur de logiciels depuis janvier 2018.

Le 10 mars 2022, M. Dupont a été engagé par la société XYZ SA pour travailler sur un projet de développement de logiciel pour une entreprise cliente, la société ABC SA. Le projet avait une durée prévue de 12 mois et un budget total de 500 000 francs suisses.

Le 15 juin 2022, M. Dupont a présenté un rapport de progrès au responsable du projet, Mme Marie Martin, dans lequel il signalait des problèmes techniques importants qui pourraient retarder la livraison du projet. Mme Martin a répondu que les délais devaient être respectés et que M. Dupont devait trouver des solutions pour résoudre les problèmes techniques.

Le 20 juillet 2022, M. Dupont a demandé à la société XYZ SA de lui fournir des ressources supplémentaires pour résoudre les problèmes techniques, mais sa demande a été rejetée par le directeur général, M. Philippe Laurent. Le même jour, M. Laurent a informé M. Dupont que son contrat de travail serait",1
"Le demandeur, M. Jean Dupont, un entrepreneur de 35 ans résidant à Genève, a déposé une plainte auprès du Tribunal fédéral suisse contre l'Office fédéral de l'environnement (OFEV) concernant la violation de ses droits en tant que propriétaire d'une entreprise de démolition.

M. Dupont a commencé à exploiter son entreprise de démolition sans autorisation ni permis requis par la législation fédérale sur la protection de l'environnement. Il a notamment violé les articles 10 et 12 de la Loi fédérale sur la protection de l'environnement (LPE), qui exigent une autorisation spécifique pour les activités pouvant avoir un impact significatif sur l'environnement.

Entre 2018 et 2020, M. Dupont a effectué des démolitions sans prendre les mesures de protection de l'environnement nécessaires, telles que la mise en place de dispositifs de filtration pour empêcher la dispersion de particules nocives dans l'air. Il a également violé les règles de gestion des déchets en déposant des matériaux de démolition dans des zones non autorisées.

En 2020, l'OFEV a reçu plusieurs plaintes de riverains concernant les activités",0
"Tribunal fédéral suisse**

**Affaire n° :** TF 2023/123

**

Le 10 mars 2022, M. Alexandre Dupont, résident de Genève, a conclu un contrat de location avec la société immobilière ""Belle Vue SA"" pour un appartement situé au 12, rue de la Paix, à Genève. Le contrat initial prévoyait une durée de location de 3 ans, avec une loyer mensuel de 2 500 CHF. 

Le 15 janvier 2023, M. Dupont a reçu un courrier de la société ""Belle Vue SA"" lui notifiant que son loyer serait augmenté de 20% à compter du 1er mars 2023, soit un nouveau loyer mensuel de 3 000 CHF. Cette augmentation était justifiée par la société par une hausse des coûts de gestion et de maintenance de l'immeuble.

M. Dupont a contesté cette augmentation, arguant que le contrat de location ne prévoyait aucune clause de révision du loyer et que, selon la loi sur les baux à loyer, une telle augmentation nécessitait une justification spécifique et une notification dans les délais prescrits. 

M. Dupont a également allégué que la société ""Belle Vue",1
"Le 10 mars 2022, M. Pierre Dupont, un citoyen suisse de 35 ans, a déposé une demande auprès du Tribunal fédéral suisse contre la commune de Zurich, en contestant la décision de refuser une autorisation de construire une extension de sa maison située dans un quartier résidentiel protégé.

M. Dupont a acheté la maison en question en 2018 et a commencé les travaux de construction de l'extension sans demander l'autorisation préalable requise par la loi sur les constructions (LCo) du canton de Zurich. Les travaux ont été effectués entre le 1er janvier 2020 et le 31 août 2020, malgré les avertissements répétés de la commune de Zurich et des voisins, qui se sont plaints de nuisances sonores et de troubles de la tranquillité publique.

Le 15 septembre 2020, la commune de Zurich a intenté une procédure pénale contre M. Dupont pour infraction à la LCo et a exigé la démolition de l'extension construite sans autorisation. M. Dupont a refusé de se conformer à cette exigence et a continué à occuper l'extension.

Le 20 février 2022, la commune de",0
"Le présent cas concerne une entreprise de construction suisse, S.A. Bâtiments Suisse, qui a signé un contrat avec la commune de Lausanne pour la rénovation d'un bâtiment communal. Le contrat a été conclu le 15 mars 2020 et prévoyait une durée de travaux de 18 mois avec une date d'achèvement fixée au 15 septembre 2021.

La commune de Lausanne s'est engagée à payer à S.A. Bâtiments Suisse un montant total de 2 500 000 CHF, payable en plusieurs tranches échelonnées. La première tranche de 500 000 CHF a été versée le 15 avril 2020, suivie d'une deuxième tranche de 750 000 CHF le 15 août 2020.

Cependant, en raison de problèmes de santé publique liés à la pandémie de COVID-19, les travaux ont connu des retards importants. Le 1er novembre 2020, S.A. Bâtiments Suisse a informé la commune de Lausanne de ces retards et a demandé une prorogation du délai de livraison de 6 mois, ce qui a été accepté par la commune.

Malgré cette prorogation, la commune de Lausanne a tard",1
"Tribunal fédéral suisse**

**Affaire No :** 2023-001

**

Le 10 février 2022, Mme Sophia Dupont, résidente de Genève, a signé un contrat de location avec la société immobilier ""Résidences Suisse SA"" pour louer un appartement situé au 12, rue de la Paix, à Genève, pour une durée de 5 ans. Le loyer mensuel était fixé à 2 500 CHF.

Le 15 mars 2022, Mme Dupont a pris possession de l'appartement et a commencé à payer son loyer régulièrement. Cependant, elle a constaté que l'appartement présentait des problèmes de moisissure dans la salle de bain et que la fenêtre de la cuisine ne fonctionnait pas correctement.

Mme Dupont a informé la société ""Résidences Suisse SA"" de ces problèmes par lettre recommandée le 20 mars 2022. La société a répondu le 25 mars 2022, en indiquant qu'elle allait prendre des mesures pour résoudre ces problèmes.

Cependant, après plusieurs rappels de la part de Mme Dupont, les problèmes de moisissure et de fenêtre n'ont pas été résolus. Le",1
"Le demandeur, M. Jean-Pierre Dupont, un citoyen suisse de 35 ans, a intenté une action en justice contre la Ville de Lausanne pour obtenir une indemnisation pour les dommages subis à la suite d'un accident survenu sur un chantier de construction géré par la Ville.

M. Dupont était un entrepreneur indépendant qui avait sous-traité des travaux de peinture pour le chantier en question. Le 15 mars 2022, alors qu'il travaillait sur le chantier, il a déplacé une échelle sans suivre les procédures de sécurité établies par la Ville et le code suisse des assurances accident (CSA), qui obligent les travailleurs à utiliser des échelles avec des sécurités anti-chute.

M. Dupont a également ignoré les avertissements répétés des superviseurs de la Ville et de ses collègues de travail, qui lui avaient demandé de porter un harnais de sécurité et de suivre les procédures de sécurité établies. Malgré ces avertissements, il a poursuivi son travail sans prendre les précautions nécessaires.

Le 20 mars 2022, M. Dupont a glissé sur une surface glissante et est tombé d'une hauteur de",0
"

Le 10 février 2022, M. Étienne Dupont, un citoyen suisse âgé de 35 ans, a déposé une plainte auprès du Tribunal fédéral suisse contre la commune de Lausanne, dans le canton de Vaud. La plainte concerne une décision prise par le conseil communal de Lausanne le 15 janvier 2022, qui a refusé de lui délivrer un permis de construire pour une extension de son immeuble situé à l'adresse rue de la Gare 12, à Lausanne.

M. Dupont est propriétaire de l'immeuble en question depuis 2010 et y exploite une petite entreprise de services. Il souhaitait agrandir son immeuble pour répondre à la demande croissante de ses clients et avait déposé une demande de permis de construire le 20 octobre 2021. La demande comprenait des plans détaillés de l'extension, qui devait inclure deux nouveaux bureaux et un espace de stockage.

Le conseil communal de Lausanne a motivé son refus en invoquant une violation de l'article 12 de la loi sur l'aménagement du territoire (LAT), qui stipule que les constructions doivent être conformes aux plans d'amén",1
"Facts :**

Le 10 mars 2022, M. Pierre Dupont, un citoyen suisse de 35 ans, résidant à Genève, a déposé une plainte contre la société ""Energie Suisse SA"", une entreprise d'énergie basée à Zurich, devant le Tribunal fédéral suisse.

M. Dupont a conclu un contrat avec Energie Suisse SA le 1er janvier 2020 pour fournir de l'électricité à son appartement de Genève. Le contrat prévoyait un tarif de 0,15 CHF par kilowatt-heure (kWh) pour une consommation annuelle de 2 000 kWh.

Cependant, le 15 février 2022, M. Dupont a reçu une facture de Energie Suisse SA pour la période du 1er janvier 2022 au 31 décembre 2022, avec un tarif de 0,20 CHF par kWh, soit une augmentation de 33% par rapport au tarif initial.

M. Dupont a contesté cette augmentation de tarif auprès de Energie Suisse SA, arguant que le contrat initial prévoyait un tarif fixe pour la durée du contrat et que l'entreprise n'avait pas respecté les dispositions contractuelles. Il a également soutenu que la société n'avait pas fourni de pré",1
"Le 10 novembre 2022, Monsieur Pierre Dupont, un citoyen suisse résidant à Zurich, a déposé une plainte auprès du Tribunal fédéral suisse contre la commune de Zurich, représentée par son maire, Madame Ursula Wyss. La plainte concerne la décision de la commune de refuser l'autorisation de construire un immeuble de bureaux sur un terrain appartenant à Monsieur Dupont, situé dans une zone protégée par le plan d'urbanisme de la commune.

Monsieur Dupont avait déposé une demande d'autorisation de construire le 15 mars 2022, mais la commune a constaté que le projet violait les règlements d'urbanisme en vigueur, notamment en ce qui concerne la hauteur maximale des bâtiments dans cette zone. Malgré cela, Monsieur Dupont a commencé les travaux de construction le 1er août 2022, sans attendre la décision de la commune.

Le 20 août 2022, la commune de Zurich a émis un ordre de cessation des travaux, qui a été ignoré par Monsieur Dupont. Le 1er septembre 2022, la commune a déposé une plainte contre Monsieur Dupont pour violation des règlements d'urbanisme et",0
"Le 10 février 2022, M. Jean-Pierre Dupont, un citoyen suisse résidant à Genève, a conclu un contrat de travail avec la société XYZ S.A., une entreprise de construction basée à Zurich. Le contrat prévoyait que M. Dupont travaillerait en tant que contremaître sur un chantier de construction à Lausanne, avec un salaire annuel de 80 000 francs suisses et des avantages sociaux conformes aux normes suisses.

Le 15 mars 2022, M. Dupont a commencé à travailler pour la société XYZ S.A. et a régulièrement reçu son salaire mensuel jusqu'au 30 juin 2022. Cependant, à partir du 1er juillet 2022, la société XYZ S.A. a unilatéralement réduit le salaire de M. Dupont à 60 000 francs suisses par an, sans justification ni notification préalable.

M. Dupont a contesté cette décision par écrit le 10 juillet 2022, en demandant à la société XYZ S.A. de rétablir son salaire initial et de lui verser les sommes rétroactives dues. La société XYZ S.A. a rejeté cette demande le 20 juillet 2022, en arguant que la réduction",1
"
Le 10 mars 2022, M. Pierre Dupont, un citoyen suisse de 35 ans résidant à Genève, a déposé une plainte auprès du Tribunal fédéral suisse contre la commune de Meyrin, dans le canton de Genève. 

M. Dupont est propriétaire d'une entreprise de construction qui a obtenu une autorisation de construire un immeuble de bureaux à Meyrin en 2020. Cependant, lors de la construction, il a dépassé la hauteur autorisée de 5 mètres, en violation de l'article 12 de la loi sur l'aménagement du territoire (LAT) et de l'article 5 de l'ordonnance sur les constructions (OC).

En outre, M. Dupont n'a pas respecté les normes environnementales en vigueur, notamment en ne prévoyant pas les mesures nécessaires pour réduire les émissions de CO2, contrairement à ce que prévoit l'article 9 de la loi fédérale sur la protection de l'environnement (LPE).

Le 15 janvier 2022, la commune de Meyrin a ordonné à M. Dupont de démolir les étages supplémentaires et de prendre les mesures nécessaires pour se conformer aux normes environnementales",0
"Le 10 février 2022, Mme Emma Keller, une citoyenne suisse âgée de 35 ans, a déposé une demande de résiliation de son contrat de travail en raison de discriminations et de harcèlement au travail. Elle était employée comme assistante administrative chez MedTech Suisse SA, une entreprise de technologie médicale basée à Zurich, depuis le 1er mars 2018.

Mme Keller a affirmé que depuis juin 2020, elle a été victime de comportements déplacés et de remarques sexistes de la part de son supérieur direct, M. Markus Brunner. Elle a également déclaré que ses demandes de formation et de promotion ont été systématiquement rejetées, malgré ses excellentes évaluations de performance.

Le 20 juillet 2020, Mme Keller a rapporté les a direction de l'entreprise, mais aucune mesure concrète n'a été prise pour mettre fin aux comportements déplacés. Au contraire, Mme Keller a été affectée à un nouveau poste avec des responsabilités réduites, ce qui a entraîné une perte de salaire de 10 %.

Le 15 décembre 2021, Mme Keller a reçu un avertissement disciplinaire pour avoir contesté une décision de son supérieur",1
"Le 10 mars 2022, M. Pierre Dupont, un citoyen suisse de 35 ans, a déposé une demande auprès du Tribunal fédéral suisse pour contester une décision du Tribunal administratif de la ville de Zurich. Cette décision concernait la construction d'un bâtiment résidentiel dans le quartier de Seefeld, à Zurich, que M. Dupont avait entrepris sans autorisation préalable.

M. Dupont est propriétaire d'un terrain situé au 14, chemin des Acacias, à Zurich, qu'il avait acquis en 2018. En 2020, il a commencé à construire un bâtiment résidentiel de trois étages sans demander les autorisations nécessaires auprès de l'Office des constructions de la ville de Zurich. Le bâtiment a été construit avec une superficie totale de 250 mètres carrés, bien que le plan d'occupation des sols de la ville de Zurich n'autorise que des constructions de maximum 150 mètres carrés pour les résidences unifamiliales dans cette zone.

Le 20 janvier 2021, l'Office des constructions de la ville de Zurich a reçu une plainte d'un voisin de M. Dupont, M. Jean-Pierre Martin, qui se plaignait de la construction non autor",0
